load_ts,user,time
2023-01-31 12:23:00.000,Stokey,00:01:56
2023-01-31 19:52:00.000,MarmiteWine,00:00:55
2023-01-31 21:33:00.000,IGoWalkingAfterMidnight,00:04:06
2023-02-01 01:08:00.000,Drywhitefruitycidergin,00:03:37
2023-02-01 06:38:00.000,oviraptor21,00:03:03
2023-02-01 07:12:00.000,DadDadDad,00:01:37
2023-02-01 07:44:00.000,Stokey,00:02:15
2023-02-01 08:01:00.000,Buttalapasta,00:04:14
2023-02-01 08:12:00.000,JoyDivisionOvenGlovesx,00:01:40
2023-02-01 13:15:00.000,Readytostartagain,00:05:02
2023-02-01 16:58:00.000,hoochyhag,00:05:03
2023-02-01 17:19:00.000,Floralnomad,00:01:46
2023-02-01 20:12:00.000,MarmiteWine,00:01:43
2023-02-01 22:17:00.000,UmbilicusProfundus,00:01:53
2023-02-02 00:34:00.000,Floralnomad,00:01:25
2023-02-02 06:48:00.000,JoyDivisionOvenGlovesx,00:00:43
2023-02-02 06:54:00.000,Drywhitefruitycidergin,00:03:05
2023-02-02 07:04:00.000,DadDadDad,00:01:29
2023-02-02 07:19:00.000,Buttalapasta,00:02:01
2023-02-02 07:38:00.000,Stokey,00:02:36
2023-02-02 08:39:00.000,LikeTearsInRain,00:02:59
2023-02-02 10:48:00.000,Madcats,00:04:20
2023-02-02 14:19:00.000,Readytostartagain,00:01:14
2023-02-02 22:59:00.000,MarmiteWine,00:01:11
2023-02-03 00:20:00.000,Drywhitefruitycidergin,00:03:48
2023-02-03 05:06:00.000,sanityisamyth,00:01:28
2023-02-03 05:50:00.000,JoyDivisionOvenGlovesx,00:00:51
2023-02-03 06:52:00.000,PenguinsCantFly,00:06:16
2023-02-03 07:21:00.000,DadDadDad,00:07:30
2023-02-03 08:08:00.000,oviraptor21,00:00:54
2023-02-03 08:57:00.000,Albaniarocks,00:01:47
2023-02-03 10:22:00.000,Floralnomad,00:03:36
2023-02-03 15:56:00.000,Readytostartagain,00:03:04
2023-02-03 16:42:00.000,hoochyhag,00:17:54
2023-02-03 20:17:00.000,MarmiteWine,00:01:57
2023-02-03 21:11:00.000,LikeTearsInRain,00:02:19
2023-02-04 00:28:00.000,Drywhitefruitycidergin,00:01:21
2023-02-04 05:57:00.000,JoyDivisionOvenGlovesx,00:00:53
2023-02-04 07:55:00.000,Stokey,00:01:05
2023-02-04 08:46:00.000,DadDadDad,00:01:23
2023-02-04 08:56:00.000,Albaniarocks,00:01:15
2023-02-04 09:13:00.000,Readytostartagain,00:01:14
2023-02-04 11:52:00.000,IGoWalkingAfterMidnight,00:02:25
2023-02-04 12:25:00.000,Floralnomad,00:01:56
2023-02-04 16:47:00.000,hoochyhag,00:05:10
2023-02-04 19:51:00.000,MarmiteWine,00:01:49
2023-02-05 00:20:00.000,Drywhitefruitycidergin,00:05:22
2023-02-05 01:32:00.000,Floralnomad,00:01:40
2023-02-05 04:45:00.000,sanityisamyth,00:03:31
2023-02-05 07:53:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-02-05 08:35:00.000,DadDadDad,00:01:24
2023-02-05 08:35:00.000,Readytostartagain,00:02:46
2023-02-05 09:23:00.000,Stokey,00:01:27
2023-02-05 11:09:00.000,IGoWalkingAfterMidnight,00:03:04
2023-02-05 11:18:00.000,UmbilicusProfundus,00:01:09
2023-02-05 17:29:00.000,hoochyhag,00:07:50
2023-02-05 21:30:00.000,MarmiteWine,00:02:10
2023-02-06 00:27:00.000,Welshwabbit,00:00:47
2023-02-06 00:36:00.000,Drywhitefruitycidergin,00:01:11
2023-02-06 00:48:00.000,Floralnomad,00:01:06
2023-02-06 04:29:00.000,Pollywoddles,00:01:03
2023-02-06 04:47:00.000,JoyDivisionOvenGlovesx,00:00:50
2023-02-06 07:20:00.000,DadDadDad,00:01:16
2023-02-06 07:43:00.000,Albaniarocks,00:00:43
2023-02-06 07:55:00.000,Stokey,00:00:48
2023-02-06 16:51:00.000,Readytostartagain,00:01:15
2023-02-06 16:56:00.000,hoochyhag,00:02:38
2023-02-06 19:13:00.000,MarmiteWine,00:00:57
2023-02-06 19:22:00.000,oviraptor21,00:00:49
2023-02-06 20:23:00.000,IGoWalkingAfterMidnight,00:01:49
2023-02-07 00:09:00.000,Drywhitefruitycidergin,00:01:14
2023-02-07 01:00:00.000,Floralnomad,00:00:49
2023-02-07 07:18:00.000,DadDadDad,00:01:23
2023-02-07 07:30:00.000,sanityisamyth,00:01:18
2023-02-07 07:53:00.000,Stokey,00:02:02
2023-02-07 08:03:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-02-07 17:15:00.000,hoochyhag,00:04:04
2023-02-07 17:53:00.000,Readytostartagain,00:01:03
2023-02-07 22:18:00.000,IGoWalkingAfterMidnight,00:02:14
2023-02-08 00:20:00.000,Drywhitefruitycidergin,00:02:34
2023-02-08 00:40:00.000,Floralnomad,00:01:20
2023-02-08 07:26:00.000,DadDadDad,00:02:57
2023-02-08 07:53:00.000,Albaniarocks,00:01:05
2023-02-08 08:22:00.000,JoyDivisionOvenGlovesx,00:00:55
2023-02-08 08:58:00.000,Stokey,00:01:10
2023-02-08 10:12:00.000,Madcats,00:02:51
2023-02-08 16:38:00.000,MarmiteWine,00:01:01
2023-02-08 16:49:00.000,Readytostartagain,00:02:51
2023-02-08 17:31:00.000,IGoWalkingAfterMidnight,00:02:11
2023-02-09 00:43:00.000,Floralnomad,00:02:23
2023-02-09 04:40:00.000,JoyDivisionOvenGlovesx,00:01:14
2023-02-09 07:37:00.000,Stokey,00:02:35
2023-02-09 08:13:00.000,Readytostartagain,00:01:49
2023-02-09 10:01:00.000,Drywhitefruitycidergin,00:04:51
2023-02-09 20:11:00.000,IGoWalkingAfterMidnight,00:05:04
2023-02-09 23:22:00.000,MarmiteWine,00:01:49
2023-02-10 00:36:00.000,AngeloMysterioso,00:00:21
2023-02-10 01:02:00.000,Floralnomad,00:00:50
2023-02-10 01:05:00.000,Drywhitefruitycidergin,00:00:56
2023-02-10 06:55:00.000,JoyDivisionOvenGlovesx,00:00:39
2023-02-10 07:00:00.000,sanityisamyth,00:00:36
2023-02-10 07:22:00.000,oviraptor21,00:00:41
2023-02-10 07:25:00.000,DadDadDad,00:00:52
2023-02-10 07:29:00.000,UmbilicusProfundus,00:00:30
2023-02-10 07:49:00.000,Albaniarocks,00:00:32
2023-02-10 08:30:00.000,Readytostartagain,00:00:31
2023-02-10 08:56:00.000,Stokey,00:00:38
2023-02-10 17:38:00.000,hoochyhag,00:01:39
2023-02-10 20:32:00.000,Buttalapasta,00:00:58
2023-02-10 20:35:00.000,IGoWalkingAfterMidnight,00:00:43
2023-02-10 22:18:00.000,MarmiteWine,00:00:39
2023-02-11 00:16:00.000,bruffin,00:01:12
2023-02-11 02:21:00.000,Floralnomad,00:01:03
2023-02-11 02:58:00.000,AngeloMysterioso,00:00:37
2023-02-11 07:24:00.000,JoyDivisionOvenGlovesx,00:00:38
2023-02-11 07:31:00.000,sanityisamyth,00:00:42
2023-02-11 07:58:00.000,Buttalapasta,00:00:52
2023-02-11 08:06:00.000,Drywhitefruitycidergin,00:01:16
2023-02-11 08:14:00.000,Albaniarocks,00:00:52
2023-02-11 09:07:00.000,Stokey,00:01:17
2023-02-11 09:09:00.000,Readytostartagain,00:01:03
2023-02-11 09:57:00.000,DadDadDad,00:01:17
2023-02-11 17:03:00.000,Hepzibar,00:01:18
2023-02-11 17:06:00.000,hoochyhag,00:02:21
2023-02-11 18:29:00.000,oviraptor21,00:00:52
2023-02-11 19:26:00.000,MarmiteWine,00:01:06
2023-02-12 00:15:00.000,Drywhitefruitycidergin,00:01:47
2023-02-12 02:10:00.000,Floralnomad,00:01:24
2023-02-12 05:36:00.000,JoyDivisionOvenGlovesx,00:00:47
2023-02-12 07:49:00.000,Buttalapasta,00:01:04
2023-02-12 08:42:00.000,DadDadDad,00:01:45
2023-02-12 09:21:00.000,Readytostartagain,00:01:20
2023-02-12 10:10:00.000,Stokey,00:01:22
2023-02-12 12:40:00.000,IGoWalkingAfterMidnight,00:01:55
2023-02-12 17:50:00.000,oviraptor21,00:06:51
2023-02-13 01:30:00.000,Floralnomad,00:00:54
2023-02-13 06:05:00.000,JoyDivisionOvenGlovesx,00:00:46
2023-02-13 07:24:00.000,DadDadDad,00:01:55
2023-02-13 07:43:00.000,oviraptor21,00:01:02
2023-02-13 08:34:00.000,Drywhitefruitycidergin,00:02:10
2023-02-13 08:55:00.000,Stokey,00:02:12
2023-02-13 14:12:00.000,Readytostartagain,00:00:52
2023-02-13 16:58:00.000,hoochyhag,00:03:00
2023-02-13 18:40:00.000,MarmiteWine,00:00:52
2023-02-13 22:04:00.000,IGoWalkingAfterMidnight,00:02:13
2023-02-14 01:03:00.000,Floralnomad,00:01:25
2023-02-14 01:18:00.000,Drywhitefruitycidergin,00:07:51
2023-02-14 04:48:00.000,JoyDivisionOvenGlovesx,00:01:28
2023-02-14 07:21:00.000,DadDadDad,00:03:29
2023-02-14 07:52:00.000,Albaniarocks,00:01:55
2023-02-14 09:07:00.000,Stokey,00:03:10
2023-02-14 16:46:00.000,Readytostartagain,00:03:50
2023-02-14 17:01:00.000,hoochyhag,00:07:54
2023-02-14 20:13:00.000,MarmiteWine,00:03:49
2023-02-14 20:46:00.000,IGoWalkingAfterMidnight,00:02:53
2023-02-15 02:01:00.000,Floralnomad,00:01:22
2023-02-15 05:59:00.000,JoyDivisionOvenGlovesx,00:01:18
2023-02-15 06:54:00.000,Drywhitefruitycidergin,00:04:47
2023-02-15 07:22:00.000,DadDadDad,00:01:43
2023-02-15 07:49:00.000,Albaniarocks,00:01:05
2023-02-15 08:13:00.000,UmbilicusProfundus,00:00:59
2023-02-15 09:16:00.000,Stokey,00:01:16
2023-02-15 11:28:00.000,MarmiteWine,00:00:47
2023-02-15 17:06:00.000,Readytostartagain,00:01:21
2023-02-15 17:35:00.000,hoochyhag,00:09:47
2023-02-15 17:49:00.000,IGoWalkingAfterMidnight,00:01:52
2023-02-16 01:19:00.000,Floralnomad,00:01:36
2023-02-16 05:07:00.000,JoyDivisionOvenGlovesx,00:01:05
2023-02-16 07:47:00.000,DadDadDad,00:02:00
2023-02-16 08:44:00.000,Albaniarocks,00:01:21
2023-02-16 09:49:00.000,Stokey,00:01:47
2023-02-16 11:23:00.000,WoeBeCome,00:01:44
2023-02-16 11:38:00.000,Readytostartagain,00:01:22
2023-02-16 16:35:00.000,hoochyhag,00:05:14
2023-02-16 18:27:00.000,MarmiteWine,00:01:10
2023-02-16 19:01:00.000,Drywhitefruitycidergin,00:04:05
2023-02-16 20:16:00.000,IGoWalkingAfterMidnight,00:03:29
2023-02-17 06:33:00.000,sanityisamyth,00:01:52
2023-02-17 06:41:00.000,JoyDivisionOvenGlovesx,00:00:51
2023-02-17 06:46:00.000,Buttalapasta,00:01:34
2023-02-17 07:14:00.000,DadDadDad,00:03:23
2023-02-17 07:32:00.000,Albaniarocks,00:01:01
2023-02-17 08:58:00.000,Stokey,00:01:04
2023-02-17 09:50:00.000,Drywhitefruitycidergin,00:04:09
2023-02-17 11:50:00.000,Floralnomad,00:01:25
2023-02-17 12:19:00.000,MarmiteWine,00:00:58
2023-02-17 16:23:00.000,hoochyhag,00:06:46
2023-02-17 17:57:00.000,Readytostartagain,00:02:26
2023-02-17 20:57:00.000,IGoWalkingAfterMidnight,00:01:42
2023-02-18 01:54:00.000,Floralnomad,00:01:20
2023-02-18 07:54:00.000,Readytostartagain,00:03:06
2023-02-18 08:20:00.000,JoyDivisionOvenGlovesx,00:00:59
2023-02-18 09:08:00.000,IGoWalkingAfterMidnight,00:06:17
2023-02-18 09:12:00.000,Stokey,00:02:27
2023-02-18 09:28:00.000,DadDadDad,00:01:29
2023-02-18 12:29:00.000,MarmiteWine,00:00:43
2023-02-18 12:47:00.000,Drywhitefruitycidergin,00:03:17
2023-02-18 16:02:00.000,hoochyhag,00:02:39
2023-02-19 06:07:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-02-19 08:34:00.000,Stokey,00:01:24
2023-02-19 08:34:00.000,DadDadDad,00:01:49
2023-02-19 08:46:00.000,Albaniarocks,00:01:17
2023-02-19 09:38:00.000,MarmiteWine,00:01:10
2023-02-19 10:21:00.000,Drywhitefruitycidergin,00:03:51
2023-02-19 10:45:00.000,Floralnomad,00:01:49
2023-02-19 13:49:00.000,Readytostartagain,00:03:08
2023-02-19 17:19:00.000,hoochyhag,00:07:42
2023-02-20 00:06:00.000,Floralnomad,00:01:13
2023-02-20 00:10:00.000,bruffin,00:01:19
2023-02-20 00:25:00.000,Drywhitefruitycidergin,00:01:28
2023-02-20 04:48:00.000,JoyDivisionOvenGlovesx,00:00:59
2023-02-20 07:12:00.000,DadDadDad,00:01:26
2023-02-20 07:16:00.000,sanityisamyth,00:01:08
2023-02-20 12:42:00.000,Readytostartagain,00:00:41
2023-02-20 17:20:00.000,hoochyhag,00:06:00
2023-02-20 20:03:00.000,IGoWalkingAfterMidnight,00:01:32
2023-02-20 22:17:00.000,MarmiteWine,00:00:40
2023-02-21 01:30:00.000,Floralnomad,00:01:01
2023-02-21 05:14:00.000,JoyDivisionOvenGlovesx,00:00:45
2023-02-21 07:02:00.000,DadDadDad,00:01:39
2023-02-21 10:28:00.000,Drywhitefruitycidergin,00:04:48
2023-02-21 10:30:00.000,Albaniarocks,00:01:11
2023-02-21 14:28:00.000,Readytostartagain,00:01:16
2023-02-21 16:49:00.000,hoochyhag,00:06:12
2023-02-21 22:26:00.000,MarmiteWine,00:00:56
2023-02-22 00:19:00.000,Floralnomad,00:00:52
2023-02-22 05:57:00.000,JoyDivisionOvenGlovesx,00:01:34
2023-02-22 06:30:00.000,Drywhitefruitycidergin,00:01:26
2023-02-22 07:24:00.000,DadDadDad,00:01:12
2023-02-22 07:44:00.000,Stokey,00:03:25
2023-02-22 07:59:00.000,Albaniarocks,00:01:07
2023-02-22 10:58:00.000,MarmiteWine,00:01:24
2023-02-22 17:51:00.000,IGoWalkingAfterMidnight,00:01:18
2023-02-22 18:02:00.000,hoochyhag,00:03:54
2023-02-22 20:24:00.000,Readytostartagain,00:01:32
2023-02-23 01:05:00.000,Floralnomad,00:01:34
2023-02-23 05:32:00.000,JoyDivisionOvenGlovesx,00:00:59
2023-02-23 07:42:00.000,DadDadDad,00:02:27
2023-02-23 08:28:00.000,Stokey,00:01:26
2023-02-23 09:20:00.000,Readytostartagain,00:01:25
2023-02-23 09:23:00.000,IGoWalkingAfterMidnight,00:01:34
2023-02-23 17:15:00.000,hoochyhag,00:09:49
2023-02-23 22:12:00.000,MarmiteWine,00:01:17
2023-02-23 22:43:00.000,Drywhitefruitycidergin,00:06:17
2023-02-24 00:16:00.000,Floralnomad,00:00:56
2023-02-24 01:25:00.000,Drywhitefruitycidergin,00:01:47
2023-02-24 07:03:00.000,DadDadDad,00:01:00
2023-02-24 07:36:00.000,Stokey,00:01:01
2023-02-24 07:53:00.000,UmbilicusProfundus,00:00:57
2023-02-24 08:24:00.000,JoyDivisionOvenGlovesx,00:00:54
2023-02-24 17:07:00.000,Readytostartagain,00:01:22
2023-02-24 17:44:00.000,hoochyhag,00:11:30
2023-02-24 22:17:00.000,MarmiteWine,00:00:57
2023-02-25 08:47:00.000,DadDadDad,00:01:48
2023-02-25 08:57:00.000,Drywhitefruitycidergin,00:03:37
2023-02-25 09:02:00.000,Stokey,00:02:22
2023-02-25 09:35:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-02-25 11:07:00.000,MarmiteWine,00:01:07
2023-02-25 15:59:00.000,hoochycrone,00:05:57
2023-02-25 20:06:00.000,IGoWalkingAfterMidnight,00:01:53
2023-02-26 00:30:00.000,Floralnomad,00:01:04
2023-02-26 00:37:00.000,Drywhitefruitycidergin,00:01:48
2023-02-26 02:34:00.000,Buttalapasta,00:01:16
2023-02-26 05:33:00.000,sanityisamyth,00:01:00
2023-02-26 08:39:00.000,JoyDivisionOvenGlovesx,00:00:46
2023-02-26 09:07:00.000,DadDadDad,00:01:49
2023-02-26 10:12:00.000,UmbilicusProfundus,00:00:51
2023-02-26 12:28:00.000,Readytostartagain,00:01:11
2023-02-26 17:19:00.000,hoochycrone,00:08:25
2023-02-26 20:14:00.000,MarmiteWine,00:00:37
2023-02-27 00:41:00.000,Drywhitefruitycidergin,00:02:17
2023-02-27 02:24:00.000,sanityisamyth,00:00:57
2023-02-27 05:20:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-02-27 07:11:00.000,DadDadDad,00:01:14
2023-02-27 07:41:00.000,UmbilicusProfundus,00:00:44
2023-02-27 08:11:00.000,Stokey,00:02:36
2023-02-27 14:39:00.000,Floralnomad,00:01:07
2023-02-27 15:33:00.000,MarmiteWine,00:00:38
2023-02-27 17:25:00.000,hoochycrone,00:03:05
2023-02-27 22:22:00.000,Readytostartagain,00:01:06
2023-02-28 01:15:00.000,Floralnomad,00:01:55
2023-02-28 05:05:00.000,Drywhitefruitycidergin,00:01:46
2023-02-28 06:15:00.000,sanityisamyth,00:01:49
2023-02-28 07:09:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-02-28 07:31:00.000,DadDadDad,00:01:53
2023-02-28 07:33:00.000,Stokey,00:01:27
2023-02-28 17:10:00.000,hoochycrone,00:05:46
2023-02-28 21:23:00.000,Readytostartagain,00:01:52
2023-02-28 22:34:00.000,IGoWalkingAfterMidnight,00:03:38
2023-02-28 23:06:00.000,MarmiteWine,00:01:17
2023-02-28 23:42:00.000,UmbilicusProfundus,00:01:40
2023-03-01 00:12:00.000,Drywhitefruitycidergin,00:01:24
2023-03-01 01:25:00.000,Floralnomad,00:00:54
2023-03-01 04:10:00.000,JoyDivisionOvenGlovesx,00:00:46
2023-03-01 06:46:00.000,Albaniarocks,00:00:38
2023-03-01 07:14:00.000,sanityisamyth,00:00:58
2023-03-01 07:16:00.000,DadDadDad,00:01:36
2023-03-01 07:37:00.000,Stokey,00:01:12
2023-03-01 14:39:00.000,Madcats,00:01:45
2023-03-01 17:15:00.000,hoochycrone,00:02:53
2023-03-01 18:22:00.000,Readytostartagain,00:01:15
2023-03-01 18:54:00.000,UmbilicusProfundus,00:00:43
2023-03-01 18:57:00.000,MarmiteWine,00:00:46
2023-03-02 00:21:00.000,Drywhitefruitycidergin,00:01:49
2023-03-02 01:24:00.000,Floralnomad,00:01:35
2023-03-02 04:25:00.000,sanityisamyth,00:01:57
2023-03-02 06:06:00.000,JoyDivisionOvenGlovesx,00:00:45
2023-03-02 07:10:00.000,DadDadDad,00:01:41
2023-03-02 07:22:00.000,Albaniarocks,00:00:51
2023-03-02 16:46:00.000,Readytostartagain,00:01:09
2023-03-02 16:49:00.000,hoochycrone,00:05:04
2023-03-02 21:44:00.000,IGoWalkingAfterMidnight,00:01:58
2023-03-02 23:26:00.000,MarmiteWine,00:01:20
2023-03-03 00:04:00.000,sanityisamyth,00:01:12
2023-03-03 00:33:00.000,Drywhitefruitycidergin,00:01:37
2023-03-03 00:48:00.000,Floralnomad,00:01:04
2023-03-03 04:07:00.000,JoyDivisionOvenGlovesx,00:00:53
2023-03-03 07:14:00.000,DadDadDad,00:01:42
2023-03-03 08:36:00.000,Readytostartagain,00:02:01
2023-03-03 08:55:00.000,Madcats,00:02:41
2023-03-03 16:18:00.000,hoochycrone,00:06:11
2023-03-03 21:22:00.000,Hepzibar,00:02:07
2023-03-04 00:52:00.000,Floralnomad,00:01:21
2023-03-04 06:27:00.000,sanityisamyth,00:01:37
2023-03-04 08:52:00.000,DadDadDad,00:01:40
2023-03-04 09:54:00.000,Drywhitefruitycidergin,00:03:44
2023-03-04 10:07:00.000,Readytostartagain,00:01:09
2023-03-04 13:34:00.000,MarmiteWine,00:00:59
2023-03-04 16:02:00.000,IGoWalkingAfterMidnight,00:06:52
2023-03-04 16:23:00.000,JoyDivisionOvenGlovesx,00:01:06
2023-03-04 16:57:00.000,hoochycrone,00:05:12
2023-03-05 00:06:00.000,sanityisamyth,00:00:55
2023-03-05 00:15:00.000,Drywhitefruitycidergin,00:03:31
2023-03-05 04:43:00.000,JoyDivisionOvenGlovesx,00:00:52
2023-03-05 08:44:00.000,Madcats,00:01:38
2023-03-05 08:55:00.000,DadDadDad,00:00:15
2023-03-05 09:50:00.000,Stokey,00:03:31
2023-03-05 10:04:00.000,MarmiteWine,00:00:39
2023-03-05 13:22:00.000,Readytostartagain,00:01:12
2023-03-05 14:47:00.000,Floralnomad,00:01:11
2023-03-05 14:55:00.000,IGoWalkingAfterMidnight,00:02:04
2023-03-05 17:01:00.000,hoochycrone,00:04:27
2023-03-06 06:20:00.000,JoyDivisionOvenGlovesx,00:01:11
2023-03-06 07:11:00.000,sanityisamyth,00:02:44
2023-03-06 07:17:00.000,Albaniarocks,00:00:50
2023-03-06 07:19:00.000,DadDadDad,00:02:53
2023-03-06 07:26:00.000,Stokey,00:01:34
2023-03-06 11:22:00.000,Madcats,00:02:30
2023-03-06 11:52:00.000,Drywhitefruitycidergin,00:06:50
2023-03-06 14:33:00.000,Floralnomad,00:01:26
2023-03-06 16:25:00.000,hoochycrone,00:06:09
2023-03-06 17:13:00.000,MarmiteWine,00:00:40
2023-03-06 19:17:00.000,IGoWalkingAfterMidnight,00:01:26
2023-03-06 20:50:00.000,Readytostartagain,00:02:44
2023-03-07 00:14:00.000,Drywhitefruitycidergin,00:02:45
2023-03-07 00:22:00.000,Floralnomad,00:01:55
2023-03-07 07:24:00.000,DadDadDad,00:01:59
2023-03-07 08:46:00.000,Albaniarocks,00:00:47
2023-03-07 15:25:00.000,JoyDivisionOvenGlovesx,00:02:06
2023-03-07 16:43:00.000,Readytostartagain,00:00:26
2023-03-07 17:02:00.000,hoochycrone,00:04:27
2023-03-07 20:15:00.000,MarmiteWine,00:01:46
2023-03-08 00:43:00.000,Floralnomad,00:01:10
2023-03-08 00:48:00.000,Drywhitefruitycidergin,00:02:06
2023-03-08 02:56:00.000,AngeloMysterioso,00:00:36
2023-03-08 07:11:00.000,DadDadDad,00:01:10
2023-03-08 07:38:00.000,Stokey,00:01:05
2023-03-08 08:23:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-03-08 08:45:00.000,Albaniarocks,00:00:45
2023-03-08 17:39:00.000,hoochycrone,00:02:47
2023-03-08 17:47:00.000,Readytostartagain,00:00:59
2023-03-08 18:04:00.000,Buttalapasta,00:00:56
2023-03-08 18:20:00.000,IGoWalkingAfterMidnight,00:01:24
2023-03-08 20:08:00.000,MarmiteWine,00:00:37
2023-03-09 06:09:00.000,JoyDivisionOvenGlovesx,00:00:52
2023-03-09 07:13:00.000,DadDadDad,00:01:33
2023-03-09 08:46:00.000,Stokey,00:01:34
2023-03-09 08:59:00.000,Albaniarocks,00:00:33
2023-03-09 14:43:00.000,Readytostartagain,00:00:57
2023-03-09 14:55:00.000,Floralnomad,00:01:04
2023-03-09 16:10:00.000,hoochycrone,00:02:31
2023-03-09 19:45:00.000,MarmiteWine,00:00:36
2023-03-09 20:32:00.000,IGoWalkingAfterMidnight,00:01:44
2023-03-10 06:41:00.000,JoyDivisionOvenGlovesx,00:01:04
2023-03-10 07:10:00.000,DadDadDad,00:01:01
2023-03-10 07:18:00.000,Drywhitefruitycidergin,00:02:03
2023-03-10 10:09:00.000,Readytostartagain,00:01:00
2023-03-10 13:12:00.000,MarmiteWine,00:00:54
2023-03-10 14:38:00.000,Floralnomad,00:00:58
2023-03-10 16:35:00.000,hoochycrone,00:04:13
2023-03-10 21:27:00.000,IGoWalkingAfterMidnight,00:01:29
2023-03-11 06:10:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-03-11 08:02:00.000,Stokey,00:01:20
2023-03-11 08:19:00.000,DadDadDad,00:01:33
2023-03-11 12:10:00.000,Readytostartagain,00:00:56
2023-03-11 12:11:00.000,Madcats,00:02:20
2023-03-11 13:31:00.000,Floralnomad,00:01:11
2023-03-11 17:01:00.000,hoochycrone,00:05:23
2023-03-11 19:20:00.000,MarmiteWine,00:00:56
2023-03-12 00:18:00.000,Drywhitefruitycidergin,00:02:13
2023-03-12 06:50:00.000,JoyDivisionOvenGlovesx,00:01:07
2023-03-12 08:22:00.000,Albaniarocks,00:00:35
2023-03-12 09:01:00.000,DadDadDad,00:01:24
2023-03-12 12:07:00.000,Floralnomad,00:01:35
2023-03-12 15:20:00.000,Readytostartagain,00:00:33
2023-03-12 16:09:00.000,UmbilicusProfundus,00:00:38
2023-03-12 16:41:00.000,hoochycrone,00:03:55
2023-03-12 19:15:00.000,IGoWalkingAfterMidnight,00:01:12
2023-03-13 01:56:00.000,Floralnomad,00:01:14
2023-03-13 06:02:00.000,sanityisamyth,00:01:08
2023-03-13 06:03:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-03-13 07:38:00.000,Stokey,00:01:29
2023-03-13 07:44:00.000,DadDadDad,00:02:17
2023-03-13 07:49:00.000,Albaniarocks,00:01:09
2023-03-13 08:57:00.000,Readytostartagain,00:01:37
2023-03-13 10:35:00.000,Drywhitefruitycidergin,00:03:30
2023-03-13 17:11:00.000,hoochycrone,00:03:43
2023-03-13 21:30:00.000,IGoWalkingAfterMidnight,00:02:51
2023-03-14 00:30:00.000,Drywhitefruitycidergin,00:01:17
2023-03-14 01:09:00.000,Floralnomad,00:01:19
2023-03-14 07:17:00.000,DadDadDad,00:00:55
2023-03-14 07:27:00.000,Albaniarocks,00:00:49
2023-03-14 07:51:00.000,Stokey,00:02:33
2023-03-14 09:35:00.000,JoyDivisionOvenGlovesx,00:00:38
2023-03-14 15:18:00.000,MarmiteWine,00:00:34
2023-03-14 16:07:00.000,Readytostartagain,00:00:58
2023-03-15 00:21:00.000,Drywhitefruitycidergin,00:03:25
2023-03-15 07:28:00.000,DadDadDad,00:02:02
2023-03-15 16:18:00.000,JoyDivisionOvenGlovesx,00:01:04
2023-03-15 16:54:00.000,hoochycrone,00:08:24
2023-03-15 17:07:00.000,Readytostartagain,00:02:01
2023-03-15 17:38:00.000,MarmiteWine,00:00:46
2023-03-15 19:13:00.000,Floralnomad,00:03:10
2023-03-16 00:40:00.000,Drywhitefruitycidergin,00:02:21
2023-03-16 01:26:00.000,Floralnomad,00:01:27
2023-03-16 07:18:00.000,DadDadDad,00:03:02
2023-03-16 07:26:00.000,JoyDivisionOvenGlovesx,00:00:59
2023-03-16 16:46:00.000,hoochycrone,00:03:52
2023-03-16 22:06:00.000,MarmiteWine,00:01:21
2023-03-17 00:18:00.000,Drywhitefruitycidergin,00:01:28
2023-03-17 06:32:00.000,sanityisamyth,00:02:03
2023-03-17 07:01:00.000,JoyDivisionOvenGlovesx,00:00:45
2023-03-17 07:01:00.000,DadDadDad,00:01:15
2023-03-17 07:53:00.000,Albaniarocks,00:00:44
2023-03-17 08:08:00.000,Stokey,00:01:17
2023-03-17 09:39:00.000,Madcats,00:01:54
2023-03-17 09:52:00.000,Readytostartagain,00:01:11
2023-03-17 10:09:00.000,AngeloMysterioso,00:00:44
2023-03-17 10:57:00.000,Floralnomad,00:01:25
2023-03-17 17:41:00.000,hoochycrone,00:03:53
2023-03-17 18:20:00.000,IGoWalkingAfterMidnight,00:01:17
2023-03-17 20:00:00.000,BlandSoup,00:05:51
2023-03-17 21:19:00.000,MarmiteWine,00:01:00
2023-03-18 06:07:00.000,JoyDivisionOvenGlovesx,00:00:37
2023-03-18 09:59:00.000,DadDadDad,00:02:43
2023-03-18 10:40:00.000,Madcats,00:02:40
2023-03-18 11:23:00.000,Floralnomad,00:01:15
2023-03-18 14:12:00.000,Drywhitefruitycidergin,00:02:13
2023-03-18 21:25:00.000,Readytostartagain,00:01:06
2023-03-18 22:00:00.000,MarmiteWine,00:01:00
2023-03-18 22:15:00.000,IGoWalkingAfterMidnight,00:01:18
2023-03-19 00:25:00.000,Drywhitefruitycidergin,00:04:10
